,day,month,year,Cleaned_Tweets,Retweets,Likes
1286,1,6,2022,"The specs on Wikipedia arenât quite right, but close enough.Thrust, liftoff mass, length amp payload will grow over time.",466,10096
1287,1,6,2022,"Yes, unless we encounter unexpected issues. 10.12.2 seems solid so far, but, as always, please be extremely vigilant.",138,2550
1288,1,6,2022,They should pretend to work somewhere else,1415,15901
1289,1,6,2022,I have yet to see an ESG list that isnât fraudulent,1580,22328
1290,1,6,2022,Just one at a time at first,680,17746
1291,1,6,2022,Only a few weeks away. All Raptor 2 engines needed for first orbital flight are complete amp being installed.,945,13854
1292,2,6,2022,Cryogenic proof test passed,1105,26556
1293,2,6,2022,"Everyone eats same food, uses same restrooms, etc â no executive chef or other ivory tower stuff. There shouldnât be this workers vs management two-class system. Everyone is a worker.",2011,19205
1294,2,6,2022,"Transformers are replacing C heuristics for post-processing of the vision NNâs âgiant bag of pointsâ.Side note: I hate the bloated mess that is modern C, but love simple C, as you know what it will compile to in terms of actual CPU operations.",414,5984
1295,2,6,2022,The above set of tweets illustrate why recessions serve a vital economic cleansing function,469,6529
1296,2,6,2022,"I never wanted to be CEO â just wanted to work on product/technology. Bill Harris sounded like he would be a great CEO, given his Intuit experience, but he was not.Running companies hurts my heart, but I donât see any other way to bring technology amp design to fruition.",763,9844
1297,2,6,2022,Yeah,79,2050
1298,2,6,2022,Similar thing happened to X/PayPal in March 2000,70,1331
1299,2,6,2022,"Weâre using more GPTs, as they now run natively on Tesla TRIP chip vs needing to round trip to iGPU",553,15057
1300,3,6,2022,Good interview,606,14143
1301,3,6,2022,Thanks Mr President,6588,87167
1302,3,6,2022,That is its primary purpose,1341,31400
1303,3,6,2022,"70 is currently the age when you receive maximum social security benefits. In other words, thatâs when the govt concludes that you canât hold a job",742,8634
1304,3,6,2022,,2097,52032
1305,3,6,2022,"Open primaries sound like a good way to move candidates to be more centrist.Term limits help with the gerontocracy problem, but, frankly, there should be a max age beyond which you canât run maybe 70, just like there are min ages for house, senate amp president.",1076,12669
1306,3,6,2022,"Tesla AI Day pushed to Sept 30, as we may have an Optimus prototype working by then",8860,126828
1307,3,6,2022,No,245,6313
1308,3,6,2022,"Once again, Bob nails it.Yes, I am endorsing a political candidate because he is competent",158,4024
1309,3,6,2022,"It is rare for me to endorse political candidates. My political leanings are moderate, so neither fully Republican nor Democrat, which I am confident is the case for most Americans.Executive competence is super underrated in politics â we should care about that a lot more",7675,98299
1310,3,6,2022,Los Angeles is fortunate to have someone like Rick Caruso running for mayor. Heâs awesome.,7538,109913
1311,3,6,2022,Tesla AI Day  will be epic,664,8895
1312,3,6,2022,"Thanks, and also well done to you for advancing electric vehicles",257,6185
1313,4,6,2022,Sigh,2221,59056
1314,4,6,2022,Wow,149,3563
1315,4,6,2022,Yeah,70,1793
1316,4,6,2022,Some of these options should be on by default and explicitly asked of users from time to time,133,2107
1317,4,6,2022,Interesting,850,19993
1318,4,6,2022,"Fallout 3, NV amp 4 were great",1242,23801
1319,4,6,2022,"They also usually have no sense of humor, apart from mocking the other side",200,2709
1320,4,6,2022,"Often, when we announce something, we hear simultaneous criticism that itâs already been done, but also that itâs impossible ",1410,19983
1321,4,6,2022,"Both the far left amp far right have a lot of hate. One could simply replace the word âfarâ with âloathingâ, as they have that emotion a lot, whereas most people, who are moderates, do not.",278,2932
1322,4,6,2022,Quality commenters on /.,436,9817
1323,4,6,2022,"My bro amp I had dinner at the El Camino Jack in the Box almost every night around late 95. Some people had died from food poisoning a few years earlier, so prices were low.",328,5788
1324,4,6,2022,Getty watermark is the coup de grÃce,5634,98735
1325,4,6,2022,Diabolical,21910,248356
1326,4,6,2022,"The press always plays along with the class-action law firms, who are the real plaintiffs, not the puppets they find to masquerade as such. Why is this",329,4961
1327,4,6,2022,Sigh,128,3210
1328,4,6,2022,Wow,64,1519
1329,4,6,2022,Johnny Rotten of The Sex Pistols,35291,210203
1330,4,6,2022,That is quite the trend,346,6501
1331,4,6,2022,Nice work by OpenAI. It is hard to do useful things.,560,12918
1332,4,6,2022,True,115,3556
1333,4,6,2022,Four Falcon Heavy flights later this year by an incredible team at SpaceX,3830,43910
1334,4,6,2022,Same,257,7426
1335,4,6,2022,Are you saying that this is a far left taunt,523,13101
1336,4,6,2022,"Yes, car will navigate to a pin location, even if in a complex surface parking lot or hotel entrance.When in covered or underground parking lots, car will have to navigate using only inertial measurement, wheel movement amp vision, as GPS signal is no longer available.",275,4192
1337,4,6,2022,"Remarkable, although, as noted, there are big differences between humans and mice. We can cure a mouse of almost any cancer, but most of those cures donât work with humans.",2146,29490
1338,4,6,2022,We are close to the point where offering something for EU regulators to review makes sense,261,4045
1339,4,6,2022,"Also, FSD Beta 10.12.2 now expanding to 100k cars. 10.13 smooths out intersection control, especially long lefts, and starts to handle roads with no map data at all. Last point is a big deal. Within a few months, FSD should be able to drive to a GPS point with zero map data.",2505,34438
1340,4,6,2022,"Working on Tesla North American service. Goal is 2/3 of cars receive same-day service, no wait.",4897,83340
1341,4,6,2022,Only thing more remarkable than DOJ not leaking the list is that no one in the media cares. Doesnât that seem odd,73935,438526
1342,4,6,2022,"Total headcount will increase, but salaried should be fairly flat",902,16659
1343,4,6,2022,"Sometimes I think my list of enemies is too short, so â",10164,170880
1344,4,6,2022,Interesting,423,10838
1345,4,6,2022,"Ah yes, Maxwell photobombing me at a  Oscars party â you should them why they invited her. The same people who push this photo say nothing about prominent people who actually went to his island a dozen times. Also very strange â",7191,72540
1346,4,6,2022,BTS music videos are ,8278,39888
1347,5,6,2022,This sounds promising,1087,32144
1348,5,6,2022,We are a brain in a vat â the vat is our skull. All our senses and memories are electrical signals.,1676,23772
1349,5,6,2022,"Some hate humanity, but I love humanity so much",31185,400396
1350,5,6,2022,"Build 1000 Starships to transport life to Mars. Basically, very modern Noahâs Arks.",847,10451
1351,5,6,2022,"Making life multiplanetary expands the scope amp scale of consciousness. It also enables us to backup the biosphere, protecting all life as we know it from a calamity on Earth.Humanity is lifeâs steward, as no other species can transport life to Mars. We canât let them down.",12021,126571
1352,5,6,2022,Maybe we should make an actual Starship model that dispenses pez for our merch store,470,11494
1353,5,6,2022,It should be possible,1276,30624
1354,5,6,2022,That is why we must expand the scope amp scale of consciousness â so that we may learn the answers to these questions,4232,59872
1355,5,6,2022,Accurate,834,18136
1356,5,6,2022,"Not perfect, but should be better",114,2495
1357,5,6,2022,10.13 will solve your left turn most of the time,336,7352
1358,5,6,2022,Deck from SpaceX all-hands update talk I gave last week,6141,57647
1359,6,6,2022,Romeo and Juliet,296,6188
1360,6,6,2022,"What resolution is life in, 8k â SJM",7704,147849
1361,6,6,2022,Correct,1729,39507
1362,6,6,2022,"There are still some great journalists at WaPo, but the trend is super bad",848,11652
1363,6,6,2022,"Most people still think China has a one-child policy. China had its lowest birthdate ever last year, despite having a three-child policyAt current birth rates, China will lose 40% of people every generationPopulation collapse.",6930,65902
1364,6,6,2022,If chess was released as a video game,19593,285771
1365,6,6,2022,"From Shakespeareâs The Tempest, but I much prefer it literally vs ironically",2559,47339
1366,6,6,2022,The acid test for any two competing socioeconomic systems is which side needs to build a wall to keep people from escaping Thatâs the bad one,19114,172667
1367,6,6,2022,"Realized what I have in common with environmentalists, but also why theyâre so annoyingly wrong: They are conservationists of what is, whereas they should be conservationists of our potential over time, our cosmic endowment.From a friend",6308,80813
1368,6,6,2022,There are so many crazy rules like this that make it extremely difficult to build anything new in California,2346,36180
1369,6,6,2022,"O wonderHow many goodly creatures are there hereHow beauteous mankind is O brave new world,That has such people int.",6011,83737
1370,6,6,2022,Earth could sustain many times its current human population and the ecosystem would be fine. We definitely donât have âtoo many peopleâ.,8864,63729
1371,6,6,2022,Such a dapper fellow,140,3156
1372,7,6,2022,It will be our best product ever imo,3253,92106
1373,7,6,2022,cgi irl,184,4475
1374,7,6,2022,It looks like the future,446,8488
1375,7,6,2022,YouTube seems to be nonstop scam ads,47117,635286
1376,7,6,2022,"Yeah, exactly. Also, other companies are using the Tesla name for solar and Powerwall. Will put a stop to that.",919,26199
1377,7,6,2022,True haha,222,5849
1378,7,6,2022,I think I saw these in Elden Ring,1221,39752
1379,8,6,2022,My diabolical plan is coming together,2925,56729
1380,8,6,2022,"We will look into this amp adjust. In general, Iâd recommend against using recirc, as the range advantage is small.",222,4144
1381,8,6,2022,Seems odd that anyone would mistake a talking wolf for their grandmother. What sort of octave range does that wolf have anyway,1816,38457
1382,8,6,2022,"If little red riding hood was on psychedelics, this whole story makes a ton of sense",543,10175
1383,9,6,2022,Glad theyâre ok,513,21636
1384,9,6,2022,Only Twitter,2268,55535
1385,9,6,2022,"If the average length of a tweet minus headers is 100 bytes of text, thatâs only 50GB. You could fit it on a USB stick.",2555,71364
1386,9,6,2022,"Diet Coke is amazing, especially the soda fountain version at movie theaters with salt amp butter popcorn",3925,62450
1387,9,6,2022,I donât even care if it lowers my life expectancy,425,8580
1388,9,6,2022,Doctor Strange in the Multiverse of Madness,734,9288
1389,9,6,2022,Thereâs something special about enjoying movies in a theater with total strangers. I hope that never goes away.,3467,24890
1390,9,6,2022,I heard Top Gun 2 is good. Will check it out.,822,10063
1391,10,6,2022,Play video games wherever you want,5223,66688
1392,10,6,2022,Civilization will be mostly solar-powered in the future,5899,89267
1393,10,6,2022,"Multiplayer gaming works pretty well with Starlink, eg League is no problem",190,3412
1394,10,6,2022,"Psychedelics and MDMA can make a real difference to mental health, especially for extreme depression and PTSD. We should take this seriously.",1776,11800
1395,10,6,2022,"Like Karate Kid, but bigger",1002,26909
1396,10,6,2022,It should be possible to sue law firms for pursuing insane damages claims,1752,23130
1397,10,6,2022,Starlink inter-satellite laser links should be operational by end of year. This will dramatically reduce global latency. Light travels 40% faster in vacuum/air than in fiber optic cables amp satellite path length is shorter cables follow coastlines.,462,6243
1398,10,6,2022,Crazy damages claims like this are a big part of why car insurance costs so much,4181,73244
1399,10,6,2022,Gasoline fights are so fun tho,342,4820
1400,10,6,2022,Gas station lighting is brutal,742,21978
1401,10,6,2022,So many times,240,6965
1402,10,6,2022,Seems pricey,466,14926
1403,10,6,2022,Real talk,15362,196471
1404,10,6,2022,True,76,1816
1405,10,6,2022,Noooo,108,2355
1406,10,6,2022,ÐÑÐ¾ÑÑÐ ÑÐ¾Ð²ÐÑÐÑ,685,8493
1407,10,6,2022,Weâre going deep on roundabouts Should get noticeably better with 10.13.,925,23348
1408,10,6,2022,Two weeks,224,4200
1409,11,6,2022,We are simultaneously being told that gender differences do not exist and that genders are so profoundly different that irreversible surgery is the only option.Perhaps someone wiser than me can explain this dichotomy.,16390,119649
1410,11,6,2022,Good,537,14196
1411,11,6,2022,Congratulations on your new book,358,6601
1412,11,6,2022,Cool,1063,41591
1413,11,6,2022,I think itâs kinda funny ,760,20818
1414,11,6,2022,,302,6973
1415,11,6,2022,It is a better world if we are all less judgy,1301,19842
1416,11,6,2022,250 tons of force is achievable,792,17994
1417,11,6,2022,Humor is one of the great joys of life,47081,464404
1418,11,6,2022,Mars colonial transporter,1152,26178
1419,11,6,2022,"33 Raptor rocket engines, each producing 230 metric tons of force",13554,186517
1420,11,6,2022,web69 is ,1689,26002
1421,11,6,2022,True,144,3205
1422,11,6,2022,Exactly,429,12581
1423,11,6,2022,"The Bay Area is already saturated with user terminals, which is why wait time for a terminal is long. Rush hour speeds will improve as more satellites reach operational orbits, with a giant improvement with V2 sats. Note, speeds outside of rush hour times should be very high.",208,3011
1424,11,6,2022,Best outcome would be to route packets from Starlink user terminal to ground station on roof of server center. Then it doesnât even touch the regular Internet.,163,1984
1425,11,6,2022,"Probability of injury, according to US government",1437,17777
1426,11,6,2022,"Lister was ridiculed by the establishment, but he was right. We should question accepted wisdom and bow to the weight of evidence.",4163,47367
1427,12,6,2022,True,199,6300
1428,12,6,2022,True experts even read wiki citations,10610,126107
1429,12,6,2022,Yeah,93,2461
1430,12,6,2022,Yup,150,4598
1431,12,6,2022,Words are beautiful,21708,279455
1432,12,6,2022,It is,103,3439
1433,12,6,2022,When Starlink comes along,1563,58178
1434,12,6,2022,Exactly,618,24988
1435,12,6,2022,Yes,622,20541
1436,12,6,2022,Merlin is so simple compared to Raptor,432,10933
1437,12,6,2022,Youâre pretty great,173,4558
1438,12,6,2022,James,73,1615
1439,12,6,2022,"My son, Saxon, suggested having a party for the whole world, a world party day",265,4818
1440,12,6,2022,Wen humor,304,6553
1441,12,6,2022,"Indeed, the rivalry is strong",267,6063
1442,12,6,2022,Letâs try haha,152,4476
1443,12,6,2022,Make Austin weirder,5808,103899
1444,12,6,2022,Even if youâre being crucified,1812,47543
1445,12,6,2022,Maybe a bug,212,4983
1446,12,6,2022,"Weird, I wonder why this is happening",131,2322
1447,13,6,2022,Good progress,577,15264
1448,13,6,2022,Nice,563,24563
1449,13,6,2022,Weâre working on accelerating RHD Model Y production. Didnât expect demand to be so high,501,6923
1450,14,6,2022,You obviously havenât tried Tesla FSD,430,10214
1451,14,6,2022,"If they cut their opex amp cogs dramatically, then they have a chance, but that hasnât happened yet",474,7924
1452,14,6,2022,Yeah,534,12865
1453,14,6,2022,Exactly,375,10821
1454,14,6,2022,"This is highly unusual btw. Statistically, the richer someone is, the fewer kids they have.",3061,53553
1455,14,6,2022,Reusability matters far more than size,822,16565
1456,14,6,2022,We will have a second Starship stack ready to fly in August and then monthly thereafter,705,7468
1457,14,6,2022,Starship will be ready to fly next month. I was in the high bay amp mega bay late last night reviewing progress.,1026,9579
1458,14,6,2022,"Donât build moats, build tech trees",9874,135720
1459,14,6,2022,The Tesla tech tree is insane,632,9661
1460,14,6,2022,"For the first time ever, there is a rocket capable of establishing permanent bases on the moon and Mars",6897,83097
1461,14,6,2022,Exactly,137,3132
1462,14,6,2022,Yeah ,102,3225
1463,14,6,2022,"I mean, Iâm doing my part haha",5391,162098
1464,14,6,2022,2 weeks,108,2473
1465,14,6,2022,Past two years have been a demographic disaster,4399,87169
1466,14,6,2022,"In that case, you will really love 10.13",372,9031
1467,14,6,2022,A platform cannot be considered inclusive or fair if it is biased against half the country,11055,59528
1468,14,6,2022,Why,7752,86465
1469,14,6,2022,"Iâm told that no ocelot has been seen in the Boca Chica area for 40 years. We have many motion-activated cameras around Starbase â thousands of clips of coyotes, dogs amp cats, but no ocelots.",293,5988
1470,15,6,2022,What gave it away Haha,222,6912
1471,15,6,2022,Yes,506,13051
1472,15,6,2022,"Buyers of competing electric cars receive a 7500 tax credit, but Tesla does not",3534,39159
1473,15,6,2022,"Yeah, itâs crazy. Model 3 has the most US content of any car made today.",666,10041
1474,15,6,2022,In Sink was ,350,9852
1475,15,6,2022,Original Top Gun is a great movie. Just rewatched. Looking forward to seeing the sequel.,12579,254558
1476,15,6,2022,Correct,399,10122
1477,15,6,2022,"Iâm dressing as a sink on Halloween, as they will have no choice but to let me in",10425,169016
1478,15,6,2022,"So far, the entire history of human civilization is just a flash in the pan, but there is potential to last much longer",1209,20595
1479,15,6,2022,Iâm thinking of creating a âSuper Moderate Super PACâ that supports candidates with centrist views from all parties,1081,13988
1480,15,6,2022,"I supported Yang last time, but DeSantis has a better chance of winning",1159,15823
1481,15,6,2022,tbd,187,6168
1482,15,6,2022,I voted for Mayra Flores â first time I ever voted Republican. Massive red wave in 2022.,20282,161646
1483,15,6,2022,True,2091,53701
1484,15,6,2022,You can see the whole engine moving to steer,834,24776
1485,15,6,2022,fr no cap,599,15022
1486,15,6,2022,Starship SN24 in the High Bay,9968,154690
1487,15,6,2022,Iâm driving an alpha version of FSD on highway and itâs not quite ready. Probably ready for wide release this summer.,252,3758
1488,15,6,2022,Cryptonight,22070,272358
1489,15,6,2022,Yup,313,7825
1490,15,6,2022,Probably later this year,101,2125
1491,15,6,2022,DeSantis,2220,19075
1492,16,6,2022,So it goes,144,3049
1493,16,6,2022,Good thread,371,9440
1494,16,6,2022,True sigh,88,1831
1495,16,6,2022,Exactly,1596,33884
1496,16,6,2022,Exactly,1690,40658
1497,16,6,2022,True,644,14997
1498,16,6,2022,Interesting,3950,79781
1499,16,6,2022,Haha,312,13417
1500,16,6,2022,Wow,832,12087
1501,16,6,2022,SpaceX team is making great progress at the Cape amp Starbase,376,7211
1502,16,6,2022,"Awe no, Iâm busted",118,2309
1503,16,6,2022,"Also, In Sink band should let in a tiny sink",94,1900
1504,16,6,2022,Have kids,866,9232
1505,16,6,2022,"At this point, I should just wear a monocle and a top hat haha",3569,106014
1506,16,6,2022,Iâm the absolute best at humility,895,20722
1507,16,6,2022,Ok then Iâm second,235,5634
1508,16,6,2022,I love Fred Astaire,132,4229
1509,16,6,2022,"Amazing flying scenes were to be expected, but the writing is good too",2068,59348
1510,16,6,2022,The Austin airport needs to be upgraded as fast as possible,150,2376
1511,16,6,2022,Better,183,4658
1512,16,6,2022,Yup,455,13446
1513,16,6,2022,"Itâs a bigger risk than AI, so Iâd put it at . If these trends continue, humanity will cease to exist.",1149,10389
1514,16,6,2022,Haha ,335,10102
1515,16,6,2022,Civilization sterilized,7671,84831
1516,17,6,2022,Lame,173,3572
1517,17,6,2022,Yeah,573,23243
1518,17,6,2022,So much free advertising ,469,12243
1519,17,6,2022,Hyundai is doing pretty well,1962,65153
1520,17,6,2022,And rocket landings are now triple digits,3227,75500
1521,17,6,2022,"Our best landing video to date, thanks to Starlink",11396,133747
1522,17,6,2022,Exactly,471,12894
1523,17,6,2022,Yeah,456,12298
1524,17,6,2022,Ok,353,10110
1525,17,6,2022,Good thread,377,8514
1526,17,6,2022,Thatâs why Dragon has shields,2449,95726
1527,17,6,2022,"There will probably be several launch countdowns before we pass all the abort triggers, but hopefully first countdown is next month",334,4181
1528,17,6,2022,"Yes, but it is achievable",88,1532
1529,17,6,2022,Yup,395,9015
1530,17,6,2022,Accurate,236,3979
1531,18,6,2022,More currency-like,513,6159
1532,18,6,2022,"Yes, about 20% more thrust amp 20% less mass, but focus has been heavily on production rate amp reliability.Mass, thrust amp Isp will all improve, as will production rate, reliability amp cost.This is the only way to make life multi-planetary and extend consciousness into the void.",732,11267
1533,18,6,2022,The super weird thing is that Falcon 9 is still the only orbital booster to land or refly after all these years,596,8803
1534,18,6,2022,"The only thing keeping the other orbital rocket programs alive is government protection or theyâd be deader than a doornail and everyone knows it. But oh well â comme ci, comme Ãa.",591,7164
1535,18,6,2022,This will encourage people to change it haha,1587,48696
1536,18,6,2022,Iâm pretty sure that unique,1650,48586
1537,18,6,2022,To answer the question: Why Twitter,2705,46470
1538,18,6,2022,"Tesla and SpaceX merch, maybe more down the road",1137,18259
1539,18,6,2022,"This is where the writers are,Of past,Present,And Future.",7323,90594
1540,18,6,2022,Rock on,111,4067
1541,18,6,2022,Weâre changing Starlinkâs default wifi name to Stinky,8301,151226
1542,18,6,2022,Congratulations to Giga Berlin team on making over 1000 cars in a week,6212,105158
1543,18,6,2022,But we should have humans too,118,2597
1544,18,6,2022,Interesting,295,7923
1545,18,6,2022,Is TikTok destroying civilization Some people think so.,33571,429726
1546,18,6,2022,Hmm â,434,12670
1547,18,6,2022,Or perhaps social media in general,8628,196157
1548,18,6,2022,Feels like dÃjÃ  vu all over again haha,3400,48709
1549,18,6,2022,"Watch the opening scene of Idiocracy. When I ask my friends why theyâre not yet having kids very few are, it sounds exactly like the movie.",9537,78862
1550,18,6,2022,"It may as be a documentary, since itâs coming true",2869,47296
1551,18,6,2022,"My son SJM wanted to know why we couldnât have 20,000 cats. Perhaps this will make him reconsider.",1421,46015
1552,18,6,2022,Iâm a dirty rocket,302,5525
1553,18,6,2022,"For a couple of months, but, yeah, that looks like the place. Does Mark still live there",247,5718
1554,19,6,2022,I will keep supporting Dogecoin,36080,389101
1555,19,6,2022, shadow crew ,5097,90323
1556,19,6,2022,I feel swindled every time I drink one,656,20161
1557,19,6,2022,Gwynne is the best,424,13613
1558,19,6,2022,He did teach me a lot of engineering amp physics while growing up in an environment that was austere amp often bleak,559,12144
1559,19,6,2022,I am,2774,40229
1560,19,6,2022,"Eventually, everything runs out of time.",525,8262
1561,19,6,2022,Happy Fatherâs Day,30715,436194
1562,19,6,2022,"If you canât smell your wifi, how do you know itâs real",3366,62769
1563,19,6,2022,Congrats to SpaceX Falcon team for executing 3 flawless launches in 2 days,4413,58039
1564,19,6,2022,Good question,372,6419
1565,19,6,2022,I love all my kids so much,6824,210612
1566,20,6,2022,Artificial Insemination,393,10835
1567,20,6,2022,AI gets better every day,14725,143856
1568,20,6,2022,Some great suggestions in the comments,2335,39784
1569,20,6,2022,But sometimes theyâre out of stock,1607,30386
1570,20,6,2022,That was the largest wheel of cheese in the Beverly Hills Cheese Shop,204,6258
1571,20,6,2022,The sheer variety of cheese is amazing,2485,50430
1572,20,6,2022,"I love many cheeses, so hard to say that a particular one is best, but maybe Stilton",327,5027
1573,20,6,2022,cgi irl,443,15138
1574,20,6,2022,Trending to emptiness,1031,20017
1575,20,6,2022,Super talented team at SpaceX,2209,64855
1576,20,6,2022,Interesting,804,19309
1577,20,6,2022,Maybe weâre in a computer,2896,46618
1578,20,6,2022,What â is your favorite cheese,9741,185127
1579,20,6,2022,Could be a contributor,282,6904
1580,21,6,2022,The vote of confidence is much appreciated,1674,40406
1581,21,6,2022,Twitter me amp real-life me are quite different haha,8244,144507
1582,21,6,2022,Probably only a few months,232,4612
1583,21,6,2022,Hardly anyone knows this,3324,67275
1584,21,6,2022,"Their attempt to bait and switch satellite spectrum for cellular spectrum is super shady and unethical. If they are successful, it would hurt the least served and completely unserved of the world. Very messed up.",1398,12718
1585,2,7,2022,Talulah designed that dress herself and much of my 40th birthday party. She is a party genius. ,261,7273
1586,2,7,2022,Great work,790,21221
1587,2,7,2022,My suit is tragic,166,4427
1588,2,7,2022,Honored to meet  yesterday,18708,310777
1589,2,7,2022,Feeling â perhaps â a little bored,20680,337138
1590,2,7,2022,Wise words from SJM,14445,166980
1591,2,7,2022,"Venice, a site of Great Remembrance",8691,243066
1592,4,7,2022,Happy July 4th,16091,289550
1593,4,7,2022,Elvis is just Elvish without an h,8833,163346
1594,5,7,2022,I find the gold toe sock â inevitably off kilter amp washed out â a little troubling esthetically amp arguably a bit corpo,308,6335
1595,5,7,2022,"Sock Con, the conference for socks",1456,30571
1596,5,7,2022,Always something new for the magazine cover and the articles practically write themselves,1288,28424
1597,5,7,2022,A veritable âsock aficionadoâ,2974,56477
1598,5,7,2022,This guy gets it,119,3522
1599,5,7,2022,Sock tech is so advanced that you can get pretty much anything in sock form these days,1219,23757
1600,5,7,2022,Itâs time,1411,30140
1601,5,7,2022,I must confess to a penchant for creative socks,4648,95024
1602,5,7,2022,"While bleak posts maybe generate more clicks, more happier moments in history would be nice",2176,45828
1603,5,7,2022,There is so much actual matrix math in AI The compute power is still overwhelmingly dot products,308,5038
1604,5,7,2022,"Yeah, theyâre going way too far in squashing dissenting opinions",1017,10882
1605,5,7,2022,"Iâm pro-nuclear, but chart is overly weighted towards it and significantly overstates the mining required for solar. Take it with a big grain of salt.",1112,21685
1606,5,7,2022,The 3am oil is being burned to get this out.,289,6725
1607,5,7,2022,I knew it,1872,61832
1608,5,7,2022,Good,473,12117
1609,5,7,2022,"His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well",159,3085
1610,6,7,2022,"Moon brought us together in â69,Mars can do that in the future",7228,144907
1611,6,7,2022,"Highly recommend Revolutions by Mike Duncan, especially Season 10",3986,37382
1612,6,7,2022,"The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",2623,43060
1613,6,7,2022,Troubling â,1908,21043
1614,6,7,2022,Supporting Doge wherever possible,2027,10498
1615,6,7,2022,"Without a common goal, humanity will fight itself",9428,143317
1616,6,7,2022,Zip around Vegas super fast with Teslas in tunnels,775,13397
1617,6,7,2022,Can you say more about this: ââ pressures that the government may have placed on Twitter ââ,4213,37460
1618,6,7,2022,Humanity will reach Mars in your lifetime,46919,585049
1619,6,7,2022,Flatulence Earther,5975,102240
1620,6,7,2022,Maybe later this year,150,3251
1621,6,7,2022,"Structural pack is the right overall architecture from a physics standpoint, but it is still far from optimized",630,12105
1622,6,7,2022,Exactly,173,3473
1623,7,7,2022,That is indeed the real question,513,10136
1624,7,7,2022,I had same great experience from Tokyo to Osaka,343,7131
1625,7,7,2022,China amp Japan have awesome trains. Took bullet train from Beijing to Xiâan to see Terracotta Army of .,990,22929
1626,7,7,2022,Super fired up for future product development with our awesome Tesla team Such an honor to work with them.,7651,138193
1627,7,7,2022,"Also, being ruggedized for relentless salt spray amp extreme winds amp storms in deep ocean is not easy",239,4819
1628,7,7,2022,"No, itâs dual, high performance terminals, which are important for maintaining the connection in choppy seas amp heavy storms.Still obv premium pricing, but way cheaper amp faster than alternatives.SpaceX was paying 150k/month for a much worse connection to our ships",554,10884
1629,7,7,2022,"A flying, electric boat would be sickkk",434,9023
1630,7,7,2022,Starlink for boats,7969,103667
1631,7,7,2022,Not bad It is high time that the future looked like the future.Same goes for fashion.,381,7779
1632,7,7,2022,"Maybe with an optional solar power canopy that extends both sides of the van, tripling roof area",530,10235
1633,7,7,2022,Exactly,111,2663
1634,7,7,2022,Maybe Tesla should make a highly configurable Robovan for people amp cargo,6573,121091
1635,7,7,2022,"Far too many people are under the illusion that Earth is overpopulated, even though birth rate trends are so obviously headed to population collapse",3284,28526
1636,7,7,2022,I hope you have big families and congrats to those who already do,16793,262562
1637,7,7,2022,Population of Mars is still zero people,17898,306380
1638,7,7,2022,"Mark my words, they are sadly true",3783,78213
1639,7,7,2022,Doing my best to help the underpopulation crisis. A collapsing birth rate is the biggest danger civilization faces by far.,24897,267786
1640,7,7,2022,"âWait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLoreanâ â Back to the Future",223,3825
1641,7,7,2022,"Pretty much. A van would have more roof height, so you could stand or sit under it for shade.",257,5111
1642,8,7,2022,"Future wars are all about the drones. Human crews of planes or tanks have no chance.One exception: a purely analog, human-controlled vehicle is far more resilient to EMF weapons.",3154,39198
1643,8,7,2022,Whoever controls the teleprompter is the real President,8688,61353
1644,8,7,2022,"We know so little today. I want to know the meaning of life or whatever the right question is to ask, as Douglas Adams would put it. Wait â are you guys related",355,5888
1645,8,7,2022,But sponges amp starfish obv can,305,5103
1646,8,7,2022,"Consciousness can understand the nature of the Universe. Clams, not so much.",383,6629
1647,8,7,2022,"Kids are worth it if at all possible. Iâm planning to increase childcare benefits at my companies significantly.Hopefully, other companies do same.Also, Musk Foundation plans to donate directly to families.Hopefully, details to be announced next month.",1192,10882
1648,8,7,2022,"Agreed, this needs to be addressed",156,3305
1649,8,7,2022,The world has gone mad,781,9246
1650,8,7,2022,Terrible news,1844,52992
1651,8,7,2022,Great,421,13694
1652,8,7,2022,Interesting. Who is behind the bot attack,460,6485
1653,11,7,2022,Mimic  Dark Moon  Stars of Ruin,634,15258
1654,11,7,2022,"Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.That said, we have a lot of sensors to detect this. More later.",460,9372
1655,11,7,2022,"Yeah, actually not good. Team is assessing damage.",1932,55667
1656,11,7,2022,  â v1.05,290,5508
1657,11,7,2022,Absolutely,935,22423
1658,11,7,2022,Hello,858,10984
1659,11,7,2022,"Good chance youâre experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",1111,44135
1660,11,7,2022,Children are essential to the future,1581,23688
1661,11,7,2022,"For improved quality of sleep, raise head of your bed by about 3â or 5cm and donât eat 3 hours before bedtime",30294,371991
1662,11,7,2022,These polar launches will enable complete coverage of Earth where approved by local government,4802,55874
1663,11,7,2022,Chuckmate,8189,186802
1664,11,7,2022,Problematic,201,3896
1665,12,7,2022,Lmaooo,2575,94090
1666,12,7,2022,Oh the irony lol,12992,226832
1667,12,7,2022,No problem to recycle the 4680 pack. Just think of any battery pack as super high grade ore â it is always better to start with high grade ore than low grade,672,12070
